股票代码,股票名称,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SZ002387,维信诺,5.89,+0.07,1.2%,-7.1%,4347900,25521246,0.32%,,,8146991727
SH600560,金自天正,10.1,+0.12,1.2%,4.34%,1431800,14425375,0.64%,45.717,0.624%,2258819550
SZ300571,平治信息,29.5,+0.35,1.2%,5.36%,736200,21728117,0.64%,22.104,0.373%,4116084673
SH601117,中国化学,8.45,+0.1,1.2%,6.42%,24909742,209187001.39,0.44%,9.464,1.728%,51625026469
SZ002053,云南能投,11.85,+0.14,1.2%,6.95%,2905914,34384141,0.38%,32.094,0.143%,10910644148
SZ300152,新动力,3.38,+0.04,1.2%,0.6%,3073300,10333217,0.43%,,,2409264000
SH600774,汉商集团,12.63,+0.15,1.2%,11.87%,4397160,55283208.3,1.49%,39.982,0.792%,3726259237
SZ002191,劲嘉股份,7.6,+0.09,1.2%,5.12%,7347506,55734333,0.51%,14.179,4.605%,11178745380
SZ300024,机器人,9.25,+0.11,1.2%,3.01%,5171393,47668602,0.34%,,,14339460538
SZ001202,炬申股份,14.36,+0.17,1.2%,-0.07%,779100,11154316,1.94%,49.653,4.178%,1849568000
SH600668,尖峰集团,12.71,+0.15,1.19%,-0.24%,2623741,33331505.92,0.76%,6.385,3.934%,4373305454
SZ300259,新天科技,3.39,+0.04,1.19%,2.11%,3592333,12110961,0.44%,14.438,4.425%,3965627139
SZ300281,金明精机,5.11,+0.06,1.19%,4.29%,3383957,17161635,0.85%,116.936,0.783%,2140699494
SH600416,湘电股份,17.92,+0.21,1.19%,-4.68%,8666513,155034486.1,0.92%,123.239,,23751283494
SZ000680,山推股份,4.26,+0.05,1.19%,3.15%,7826316,33219053,0.74%,12.324,0.352%,6395338683
SZ002416,爱施德,9.33,+0.11,1.19%,-1.58%,2816104,26166562,0.23%,14.358,4.823%,11562499250
SZ300506,名家汇,5.95,+0.07,1.19%,-2.14%,2629607,15545326,0.46%,,,4138799586
SZ000541,佛山照明,5.09,+0.06,1.19%,3.46%,5074387,25712728,0.48%,24.863,1.965%,6932552753
SZ000926,福星股份,4.24,+0.05,1.19%,-0.24%,6263200,26304491,0.67%,34.897,,4025127290
SZ001205,盛航股份,25.58,+0.3,1.19%,4.32%,980740,25224671,0.84%,26.497,0.364%,4375748898
SZ300317,珈伟新能,5.1,+0.06,1.19%,5.59%,4293657,21781421,0.55%,,,4203847711
SZ300001,特锐德,16.1,+0.19,1.19%,5.85%,5112475,82084168,0.52%,81.349,0.124%,16755442479
SZ000627,天茂集团,3.39,+0.04,1.19%,7.28%,44982085,152225912,0.99%,47.071,0.147%,16748732869
SZ300884,狄耐克,10.18,+0.12,1.19%,3.67%,806381,8199033,0.56%,29.112,1.405%,2565360000
SZ002250,联化科技,16.22,+0.19,1.19%,4.65%,4132700,67002614,0.45%,39.365,0.308%,14975054272
SZ300890,翔丰华,42.84,+0.5,1.18%,5.78%,1630258,69165492,2.04%,28.47,,4619837368
SZ300758,七彩化学,12.01,+0.14,1.18%,0.92%,2788780,33330613,0.88%,92.735,1.665%,4926950814
SH600351,亚宝药业,5.99,+0.07,1.18%,1.87%,5136002,30674906.94,0.67%,31.025,1.336%,4612300138
SH688231,隆达股份,36.92,+0.43,1.18%,3.36%,610252,22405413.96,1.21%,80.657,,9113965720
SH603612,索通发展,28.35,+0.33,1.18%,8.95%,3589541,101241004.48,0.82%,11.752,1.654%,13058519846
SZ301222,浙江恒威,26.51,+0.31,1.18%,5.11%,384433,10166644,1.52%,24.553,2.263%,2686348434
SZ002802,洪汇新材,14.57,+0.17,1.18%,0.76%,411899,5987074,0.3%,22.989,2.114%,2043184611
SZ300267,尔康制药,3.44,+0.04,1.18%,-3.1%,9152979,31351016,0.64%,,,7095360753
SZ300947,德必集团,12.81,+0.15,1.18%,-3.25%,437445,5572887,0.46%,23.596,,1967662065
SH600810,神马股份,7.71,+0.09,1.18%,-0.77%,2499404,19167108.84,0.35%,7.74,7.782%,8050595989
SH601388,怡球资源,3.42,+0.04,1.18%,2.4%,10509806,35841808.46,0.52%,15.391,2.339%,7528931455
SH688676,金盘科技,41.33,+0.48,1.18%,14.23%,2039393,84459472.36,1.06%,75.038,0.481%,17648725854
SZ000027,深圳能源,6.02,+0.07,1.18%,-5.35%,6332476,38017793,0.13%,30.25,2.907%,28639487294
SH603057,紫燕食品,29.45,+0.34,1.17%,-6.42%,1744418,51699713.03,4.15%,46.375,,12133400000
SH600955,维远股份,21.59,+0.25,1.17%,3.95%,906000,19507141,0.25%,14.517,1.811%,11874500000
SZ301365,矩阵股份,26.05,+0.3,1.17%,3.13%,466977,12117395,1.64%,15.02,,3126000000
SZ300176,派生科技,6.06,+0.07,1.17%,1.34%,1660066,10046810,0.43%,,,2346921648
SH600888,新疆众和,8.68,+0.1,1.17%,5.98%,8306695,71956509.92,0.62%,7.731,2.189%,11718215741
SZ301298,东利机械,15.6,+0.18,1.17%,2.97%,462911,7197794,1.26%,47.246,1.923%,2290080000
SZ002838,道恩股份,17.26,+0.2,1.17%,-2.38%,2585629,44384110,0.73%,38.533,0.29%,7725533627
SZ301116,益客食品,15.62,+0.18,1.17%,-8.6%,1372557,21314648,3.18%,196.806,0.333%,7013061243
SZ301212,联盛化学,35.54,+0.41,1.17%,6.95%,888400,31491584,3.29%,23.883,0.577%,3838320000
SZ301105,鸿铭股份,38.06,+0.44,1.17%,-0.34%,394583,14943312,3.16%,30.612,,1903000000
SH603843,正平股份,4.32,+0.05,1.17%,0.93%,6492400,27882555,0.93%,42.847,0.556%,3022372384
SH601808,中海油服,17.3,+0.2,1.17%,4.34%,7634379,131510529.72,0.26%,89.356,0.867%,82548541600
SH601231,环旭电子,16.47,+0.19,1.17%,1.48%,3197563,52560136.46,0.15%,12.507,1.579%,36347054016
SZ002017,东信和平,13.8,+0.16,1.17%,4.94%,7140933,98755399,1.6%,81.594,0.362%,6161507959
SZ300958,建工修复,17.29,+0.2,1.17%,1.59%,379000,6547648,0.49%,25.343,0.896%,2466530522
SZ000523,广州浪奇,3.46,+0.04,1.17%,-9.9%,6952700,23928268,0.5%,3.644,,5578973664
SZ301056,森赫股份,7.75,+0.09,1.17%,1.84%,312400,2413331,0.47%,35.977,2.581%,2067596669
SZ301092,争光股份,29.31,+0.34,1.17%,8.8%,781833,22855323,2.2%,25.176,0.409%,3908000020
SH603000,人民网,15.59,+0.18,1.17%,-7.59%,26630767,415915895.69,2.41%,76.488,0.674%,17237723563
SH600077,宋都股份,2.6,+0.03,1.17%,-1.89%,9549500,24583737,0.71%,,,3484318048
SZ300722,新余国科,26.71,+0.31,1.17%,4.46%,767650,20448099,0.4%,72.584,0.58%,5133448320
SZ300503,昊志机电,8.64,+0.1,1.17%,5.75%,1891927,16256880,0.87%,476.68,0.845%,2644469303
SZ002376,新北洋,6.93,+0.08,1.17%,3.59%,1485300,10267937,0.23%,75.974,2.886%,4540560290
SH688053,思科瑞,62.89,+0.72,1.16%,2.16%,297271,18697955.36,1.3%,58.669,,6289000000
SH600201,生物股份,10.44,+0.12,1.16%,15.87%,13809970,144344614.79,1.23%,67.324,1.063%,11696654719
SH600208,新湖中宝,2.61,+0.03,1.16%,2.76%,33532000,87070303,0.39%,12.589,,22444286629
SH600828,茂业商业,3.49,+0.04,1.16%,-10.97%,3287586,11435606.85,0.19%,47.781,4.298%,6044619086
SZ301129,瑞纳智能,71.56,+0.82,1.16%,-0.29%,206500,14975517,1.12%,27.397,0.968%,5323348400
SZ301083,百胜智能,11.34,+0.13,1.16%,2.72%,357500,4048771,0.68%,32.921,0.309%,2017008004
SZ000826,启迪环境,3.49,+0.04,1.16%,-1.13%,5326460,18522516,0.37%,,,4992719956
SZ300391,康跃科技,9.61,+0.11,1.16%,-1.44%,1248454,11930257,0.36%,,,3366730036
SZ300145,中金环境,2.62,+0.03,1.16%,7.82%,33104600,86845802,1.75%,,,5038491178
SZ002167,东方锆业,6.13,+0.07,1.16%,2%,6186635,37783323,0.91%,30.512,,4751571420
SZ300555,路通视信,6.09,+0.07,1.16%,-3.79%,2567050,15581236,1.3%,,,1218000000
SZ002572,索菲亚,21.85,+0.25,1.16%,20.32%,6129189,132682791,0.96%,258.305,2.746%,19935285330
SZ300234,开尔新材,5.25,+0.06,1.16%,4.58%,1153825,6026330,0.34%,46.538,0.305%,2664119777
SH688178,万德斯,18.32,+0.21,1.16%,5.05%,138580,2524694.26,0.16%,29.622,,1561788720
SH600778,友好集团,6.11,+0.07,1.16%,-11.19%,1079900,6580222,0.35%,,,1903212161
SZ002073,软控股份,6.95,+0.08,1.16%,13.01%,8175932,56637494,0.87%,37.933,,6738071384
SZ002036,联创电子,13.11,+0.15,1.16%,5.98%,13419625,176134756,1.28%,109.7,0.084%,14071580376
SZ300862,蓝盾光电,23.59,+0.27,1.16%,0.68%,179400,4221296,0.21%,25.758,1.696%,3110811649
SH601118,海南橡胶,4.4,+0.05,1.15%,0.46%,6311801,27643529.98,0.15%,228.57,0.25%,18829482307
SZ002344,海宁皮城,4.38,+0.05,1.15%,-6.61%,5628800,24557020,0.44%,18.938,0.685%,5617862285
SH603177,德创环保,15.82,+0.18,1.15%,-3.83%,3935800,63346696,1.95%,,,3283599200
SH603026,胜华新材,100.49,+1.14,1.15%,8.87%,929709,92943967.32,0.46%,15.681,0.299%,20367313200
SH600540,新赛股份,4.38,+0.05,1.15%,-3.95%,2285500,9977030,0.39%,,,2546431085
SZ300339,润和软件,20.28,+0.23,1.15%,9.21%,16179336,327204155,2.1%,87.852,,16151211855
SZ002426,胜利精密,2.65,+0.03,1.15%,0.76%,21947305,57863401,0.7%,111.448,,9120021955
SZ301289,国缆检测,44.85,+0.51,1.15%,5.93%,143200,6374567,0.95%,39.561,,2691000000
SZ002556,辉隆股份,8.78,+0.1,1.15%,0.34%,3098800,27090396,0.35%,14.604,4.556%,8376058364
SH603356,华菱精工,14.12,+0.16,1.15%,5.37%,633300,8900809,0.47%,131.222,,1882760800
SZ000800,一汽解放,7.9,+0.09,1.15%,2.2%,4507400,35351267,0.32%,,8.228%,36761266726
SZ000409,云鼎科技,7.04,+0.08,1.15%,9.83%,5035284,35538177,1.19%,234.151,,4676041955
SZ002978,安宁股份,35.2,+0.4,1.15%,5.52%,417710,14662672,0.44%,12.644,3.125%,14115200000
SZ300911,亿田智能,55.38,+0.63,1.15%,20.03%,936627,51750062,2.23%,27.688,1.089%,5952696516
SH600488,津药药业,4.4,+0.05,1.15%,-0.23%,2945300,12905389,0.27%,102.91,0.318%,4823995792
SZ300219,鸿利智汇,7.03,+0.08,1.15%,5.24%,2828800,19807436,0.4%,25.207,,4976842847
SZ300477,合纵科技,5.26,+0.06,1.15%,3.95%,8895418,46591468,0.96%,40.34,,5638818294
SZ002873,新天药业,14.08,+0.16,1.15%,-2.76%,2534059,35611904,1.14%,28.021,0.611%,3266129912
SZ002656,ST摩登,2.64,+0.03,1.15%,1.54%,2192300,5771460,0.36%,194.06,,1881052388
SH605300,佳禾食品,15.94,+0.18,1.14%,-9.89%,822692,13086713.8,1.43%,63.353,0.753%,6376159400
SH603122,合富中国,11.49,+0.13,1.14%,2.59%,1840200,21165071,1.85%,56.686,1.567%,4573624753
SH603755,日辰股份,40.04,+0.45,1.14%,-0.57%,671389,26879448.78,0.68%,59.672,0.749%,3948491787
SH600038,中直股份,44.5,+0.5,1.14%,-4.12%,6635607,292986219.84,1.13%,76.718,1.045%,26231713862
SZ002856,美芝股份,9.8,+0.11,1.14%,-2.58%,1079500,10555543,1.01%,,,1326065518
SZ000777,中核科技,10.67,+0.12,1.14%,2.89%,2085128,22169698,0.54%,37.146,0.881%,4113227307
SZ300923,研奥股份,20.46,+0.23,1.14%,2.81%,299600,6116149,0.96%,26.887,1.369%,1608156000
SZ002877,智能自控,7.09,+0.08,1.14%,3.96%,1049440,7404270,0.5%,33.199,0.705%,2357835504
SZ002899,英派斯,12.4,+0.14,1.14%,-0.96%,652100,8078511,0.54%,78.735,0.177%,1488000000
SZ002419,天虹股份,6.19,+0.07,1.14%,-10.03%,11730500,72405791,1%,80.258,2.585%,7235167573
SH603976,正川股份,21.27,+0.24,1.14%,3.5%,293300,6234940,0.19%,40.113,1.448%,3216064647
SH600824,益民集团,3.56,+0.04,1.14%,-9.41%,4187000,14784912,0.4%,,0.758%,3752336380
SZ000906,浙商中拓,9.8,+0.11,1.14%,8.77%,15977377,157171476,2.34%,7.592,4.102%,6744683194
SH600252,中恒集团,2.67,+0.03,1.14%,1.52%,12230900,32508862,0.36%,,1.011%,9278536082
SZ003015,日久光电,8.9,+0.1,1.14%,3.61%,962400,8531066,0.5%,50.853,2.247%,2501493336
SZ300304,云意电气,4.45,+0.05,1.14%,5.2%,2596300,11522674,0.31%,28.038,0.899%,3878418940
SZ301229,纽泰格,29.33,+0.33,1.14%,3.82%,309344,9079176,1.55%,58.934,0.341%,2346400000
SZ002412,汉森制药,6.22,+0.07,1.14%,1.47%,6928870,42945345,1.4%,20.669,,3129904000
SZ003032,传智教育,16.8,+0.19,1.14%,-2.67%,2367619,39563558,1.36%,37.78,0.113%,6761118000
SZ000039,中集集团,7.07,+0.08,1.14%,0.43%,6690855,47099573,0.29%,38.755,8.373%,38125119122
SZ300027,华谊兄弟,2.66,+0.03,1.14%,-4.32%,27660954,72942384,1.2%,,,7380185745
SZ301189,奥尼电子,30.09,+0.34,1.14%,5.28%,259435,7778270,0.63%,44.224,0.997%,3457234632
SZ300405,科隆股份,5.32,+0.06,1.14%,-0.56%,1064965,5661606,0.49%,,0.432%,1538596679
SZ002539,云图控股,11.67,+0.13,1.13%,4.95%,4180782,48660280,0.61%,8.037,2.871%,14094136303
SH600665,天地源,3.58,+0.04,1.13%,-2.98%,7109296,25241952.76,0.82%,19.499,3.659%,3093558625
SH600293,三峡新材,2.69,+0.03,1.13%,5.91%,6889053,18498261.57,0.59%,,,3120790174
SH600476,湘邮科技,16.13,+0.18,1.13%,-4.78%,2920148,47203509.4,1.81%,,,2598059100
SH600268,国电南自,8.05,+0.09,1.13%,5.09%,4165707,33491119.95,0.6%,30.413,1.466%,5684199056
SH603726,朗迪集团,12.5,+0.14,1.13%,4.52%,723500,9007569,0.39%,21.223,3.2%,2320640000
SH600770,综艺股份,7.14,+0.08,1.13%,2.59%,3195195,22724818.8,0.25%,,,9282000000
SZ002328,新朋股份,5.39,+0.06,1.13%,7.8%,5388700,28912272,0.95%,11.083,2.412%,4159840300
SH600579,克劳斯,6.25,+0.07,1.13%,-1.11%,804300,5002943,0.16%,,,3111153494
SZ300262,巴安水务,2.69,+0.03,1.13%,0%,1612600,4321731,0.31%,,,1801673227
SZ002421,达实智能,3.59,+0.04,1.13%,3.76%,11950966,42788235,0.67%,,,6858233430
SH603040,新坐标,18.75,+0.21,1.13%,9.78%,443160,8272367.2,0.33%,16.388,1.584%,2535422044
SZ002106,莱宝高科,8.09,+0.09,1.13%,5.34%,4149926,33420545,0.59%,12.912,1.236%,5710052734
SZ001333,光华股份,28.56,+0.32,1.13%,-1.35%,1248705,35615288,3.9%,25.802,,3655680000
SZ301288,清研环境,17.07,+0.19,1.13%,2.52%,212612,3618094,0.86%,74.728,0.773%,1843730700
SH600629,华建集团,4.51,+0.05,1.12%,2.73%,3681645,16524541.94,0.39%,13.938,2.262%,4378952154
SZ002002,鸿达兴业,2.71,+0.03,1.12%,-16.36%,38294626,103059022,1.24%,,,8460722568
SZ002771,真视通,11.75,+0.13,1.12%,-8.2%,5088890,59842054,3%,192.995,0.111%,2464728175
SZ300512,中亚股份,7.24,+0.08,1.12%,5.39%,770950,5564975,0.24%,32.067,0.18%,2975475290
SZ300376,易事特,7.23,+0.08,1.12%,5.86%,10325075,74399761,0.44%,30.528,0.47%,16827199431
SZ301081,严牌股份,11.76,+0.13,1.12%,1.91%,336740,3956905,0.48%,30.666,4.252%,2007079200
SZ301209,联合化学,23.46,+0.26,1.12%,3.17%,535400,12541378,2.68%,26.091,,1876800000
SZ002383,合众思壮,7.25,+0.08,1.12%,11.2%,12492481,90839515,2.19%,79.935,,5367612211
SH603353,和顺石油,18.06,+0.2,1.12%,-2.8%,542066,9761515.4,0.88%,31.673,1.107%,3131495640
SH688190,云路股份,86.46,+0.96,1.12%,-1.62%,128389,11162782.12,0.35%,57.073,0.382%,10375200000
SZ300118,东方日升,34.22,+0.38,1.12%,37.87%,27028003,929585705,3.9%,86.955,,30519959283
SH688538,和辉光电-U,2.7,+0.03,1.12%,0.75%,12346997,33181733.55,0.22%,,,37502009600
SH600642,申能股份,5.4,+0.06,1.12%,-1.64%,7036143,37882929.59,0.14%,68.784,3.704%,26510912744
SH600868,梅雁吉祥,2.7,+0.03,1.12%,1.12%,7036601,18868249.69,0.37%,91.819,0.074%,5125001433
SH603235,天新药业,29.69,+0.33,1.12%,1.96%,340397,10082358.42,0.78%,17.366,,12997688200
SZ000953,河化股份,6.3,+0.07,1.12%,-9.74%,2553100,16028717,0.7%,873.445,,2306569829
SH601010,文峰股份,2.7,+0.03,1.12%,-6.57%,3274800,8826883,0.18%,,4.778%,4989600000
SZ002105,信隆健康,7.23,+0.08,1.12%,1.26%,1607282,11542687,0.44%,10.334,3.458%,2664255000
SZ000531,穗恒运A,6.32,+0.07,1.12%,2.27%,1511560,9518455,0.18%,,2.373%,5195668107
SH603722,阿科力,39.84,+0.44,1.12%,3.19%,186100,7419584,0.21%,25.731,0.879%,3503430000
SH601008,连云港,4.51,+0.05,1.12%,-7.39%,9135300,40971889.34,0.74%,34.364,0.665%,5595277407
SH603583,捷昌驱动,26.15,+0.29,1.12%,2.31%,2466153,64652961.48,0.65%,28.51,0.837%,10047535658
SH605136,丽人丽妆,13.59,+0.15,1.12%,-2.79%,3340320,45232863.8,1.7%,49.216,1.553%,5442231015
SZ002006,精功科技,26.17,+0.29,1.12%,4.68%,2270300,59033857,0.5%,65.75,,11911537200
SH601003,柳钢股份,3.64,+0.04,1.11%,-2.67%,6269972,22637917.64,0.24%,,4.835%,9328567248
SZ000413,东旭光电,1.82,+0.02,1.11%,2.82%,9571701,17293772,0.19%,,,10251604905
SZ300875,捷强装备,31.06,+0.34,1.11%,2.71%,404888,12552673,0.88%,,0.744%,3100867366
SH600935,华塑股份,4.54,+0.05,1.11%,0.89%,2789300,12621188,0.15%,24.182,1.74%,15923604226
SH600995,南网储能,14.59,+0.16,1.11%,1.18%,2993201,43414077.53,0.63%,135.509,0.007%,46629724695
SH600495,晋西车轴,3.64,+0.04,1.11%,2.54%,4388724,15963645.88,0.36%,44.194,0.275%,4397814825
SH600221,海航控股,1.82,+0.02,1.11%,-2.15%,68060833,124111639.06,0.21%,,,78652451214
SH603803,瑞斯康达,6.39,+0.07,1.11%,6.15%,1744438,11146669.2,0.41%,,,2774381809
SZ300128,锦富技术,3.63,+0.04,1.11%,4.31%,15836764,57947084,1.45%,,,3971638946
SZ000717,中南股份,2.74,+0.03,1.11%,-3.86%,6173300,16858576,0.25%,,7.299%,6641330341
SH600345,长江通信,16.33,+0.18,1.11%,5.29%,727300,11835487,0.37%,22.583,0.306%,3233340000
SZ301039,中集车辆,8.19,+0.09,1.11%,2.76%,3784350,30885044,0.52%,21.318,2.442%,16524144000
SZ000061,农产品,5.48,+0.06,1.11%,-3.86%,2417836,13191492,0.14%,44.213,1.277%,9299363438
SZ300335,迪森股份,4.57,+0.05,1.11%,0.22%,6307161,28716528,1.59%,,,2226103613
SZ002779,中坚科技,23.64,+0.26,1.11%,0.34%,222451,5231089,0.19%,108.806,0.085%,3120480000
SZ300987,川网传媒,15.51,+0.17,1.11%,3.82%,1190450,18448521,1.25%,36.756,0.993%,2688937680
SH600981,汇鸿集团,2.73,+0.03,1.11%,-5.54%,5051000,13714291,0.23%,,1.282%,6121842614
SZ300469,信息发展,13.61,+0.15,1.11%,11.37%,700600,9500344,0.37%,,,2791892467
SH600348,华阳股份,14.6,+0.16,1.11%,2.46%,28343930,414355197.95,1.18%,5.662,3.425%,35113000000
SH600075,新疆天业,5.48,+0.06,1.11%,0.18%,5052880,27542895.4,0.4%,8.916,1.825%,9356325106
SH688565,力源科技,8.28,+0.09,1.1%,-6.55%,1888010,15560632.08,1.96%,,1.727%,1307055960
SZ002870,香山股份,28.46,+0.31,1.1%,8.21%,738700,20956095,0.67%,132.007,,3758872601
SZ300239,东宝生物,7.32,+0.08,1.1%,-2.4%,3976000,29079980,0.77%,39.314,0.082%,4345173836
SZ300182,捷成股份,4.6,+0.05,1.1%,2.91%,18449709,84529168,0.84%,26.277,,12047243632
SZ002032,苏泊尔,53.15,+0.58,1.1%,7.46%,648710,34397252,0.08%,21.364,5.983%,42979985399
SZ002468,申通快递,10.09,+0.11,1.1%,-2.32%,10585958,106622642,0.71%,,,15445793855
SH603366,日出东方,6.41,+0.07,1.1%,6.13%,6614600,42068501,0.82%,31.853,1.217%,5261773790
SH603809,豪能股份,11.94,+0.13,1.1%,12.22%,3148546,37564134.46,0.81%,24.748,1.29%,4701419465
SZ000338,潍柴动力,11.05,+0.12,1.1%,8.55%,21149827,233090953,0.42%,20.666,2.543%,96428452872
SZ300472,新元科技,11,+0.12,1.1%,3.77%,3515500,38749120,1.4%,,,2931869831
SZ002339,积成电子,7.37,+0.08,1.1%,6.35%,14511571,106870980,3.01%,,,3772001376
SH603123,翠微股份,12.89,+0.14,1.1%,-9.16%,14684318,188952876.47,2.25%,95.378,0.504%,10295715612
SZ301097,天益医疗,63.69,+0.69,1.1%,12.77%,373898,23715860,2.54%,34.393,0.393%,3754357868
SZ000920,沃顿科技,9.21,+0.1,1.1%,1.43%,3066300,28117065,0.73%,34.755,0.977%,4352840497
SZ301099,雅创电子,71.5,+0.78,1.1%,3.73%,291333,20820568,1.04%,36.512,0.42%,5720000000
SZ002748,世龙实业,10.1,+0.11,1.1%,0.5%,553817,5579723,0.23%,10.54,,2424000000
SZ300739,明阳电路,13.75,+0.15,1.1%,6.75%,1025570,14017507,0.35%,23.096,1.935%,4108440930
SZ200725,京东方B,3.67,+0.04,1.1%,6.69%,839178,3073965,0.12%,10.962,6.839%,140180653755
SH603223,恒通股份,21.14,+0.23,1.1%,1.25%,387120,8156467.8,0.1%,130.012,0.289%,10784224389
SH688122,西部超导,90.78,+0.99,1.1%,-4.13%,3067856,275315453.12,0.66%,39.669,1.102%,42126102144
SH600749,西藏旅游,11.91,+0.13,1.1%,-8.31%,2063900,24404273,0.91%,,,2703159307
SZ002878,元隆雅图,15.63,+0.17,1.1%,0.58%,1923000,29888540,0.99%,16.528,2.303%,3488160245
SZ301087,可孚医疗,37.61,+0.41,1.1%,3.1%,1574110,59342093,1.79%,26.86,3.273%,7841214875
SZ300906,日月明,21.16,+0.23,1.1%,2.07%,122300,2581974,0.38%,40.052,1.418%,1692800000
SH603788,宁波高发,11.13,+0.12,1.09%,4.41%,526000,5828758,0.24%,21.499,4.492%,2482714207
SZ300280,紫天科技,16.65,+0.18,1.09%,1.77%,860700,14247905,0.54%,30.613,0.06%,2698394638
SZ002641,公元股份,4.63,+0.05,1.09%,5.23%,10406469,47830567,0.92%,20.261,1.555%,5718762400
SZ002643,万润股份,15.71,+0.17,1.09%,7.16%,2833185,44414788,0.32%,18.783,1.623%,14612345678
SZ300435,中泰股份,13.96,+0.15,1.09%,4.65%,1968200,27436238,0.59%,19.057,0.566%,5313638076
SH688370,丛麟科技,36.05,+0.39,1.09%,2.04%,126117,4533883.7,0.53%,20.763,,3835720000
SZ300004,南风股份,5.56,+0.06,1.09%,3.35%,1881918,10457514,0.39%,,,2668764405
SZ002349,精华制药,12.06,+0.13,1.09%,-0.17%,10045720,121066566,1.24%,48.808,0.498%,9819021750
SH605133,嵘泰股份,32.6,+0.35,1.09%,24.38%,2098400,68330308.2,5.25%,48.596,0.46%,5287361400
SH688510,航亚科技,16.76,+0.18,1.09%,5.41%,431837,7181174.66,0.26%,197.072,0.597%,4330492510
SH600133,东湖高新,5.58,+0.06,1.09%,1.45%,5038290,27911290.5,0.63%,7.784,3.763%,4439537838
SZ300583,赛托生物,23.25,+0.25,1.09%,2.02%,382800,8891785,0.37%,54.126,0.065%,2485938058
SH600598,北大荒,13.88,+0.15,1.09%,0.87%,9984378,138447936.8,0.56%,19.058,2.882%,24674197137
SH603706,东方环宇,14.04,+0.15,1.08%,1.89%,397100,5554083,0.21%,16.49,5.698%,2658933305
SH600798,宁波海运,3.75,+0.04,1.08%,0.81%,3272200,12203514,0.27%,18.787,2.133%,4524503254
SH603995,甬金股份,29.02,+0.31,1.08%,4.28%,817770,23627231,0.5%,19.422,1.902%,9809842765
SZ301018,申菱环境,39.25,+0.42,1.08%,14.6%,1261300,49218232,1.48%,48.748,0.459%,9420392500
SZ002014,永新股份,8.46,+0.09,1.08%,5.22%,2756060,23363942,0.46%,14.711,4.965%,5181681186
SZ002501,利源精制,1.87,+0.02,1.08%,0.54%,5155500,9576509,0.15%,,,6638500000
SH601163,三角轮胎,13.16,+0.14,1.08%,7.78%,1986800,26070540.79,0.25%,17.991,1.748%,10528000000
SH600884,杉杉股份,18.75,+0.2,1.08%,3.02%,15195304,283594921.4,0.86%,15.3,1.664%,42449500463
SZ002039,黔源电力,14.98,+0.16,1.08%,-1.58%,2552354,38009527,0.6%,13.982,0.955%,6404820727
SZ300971,博亚精工,20.6,+0.22,1.08%,4.09%,325400,6686047,0.59%,33.173,1.942%,1730400000
SH600239,ST云城,1.87,+0.02,1.08%,-3.11%,1832990,3410552.9,0.11%,,,3002634520
SZ002800,天顺股份,23.42,+0.25,1.08%,-7.14%,2493700,58266412,2.46%,97.026,0.474%,2546976313
SZ300165,天瑞仪器,4.7,+0.05,1.08%,-2.49%,6192100,28991257,1.59%,,,2328905108
SZ300599,雄塑科技,7.47,+0.08,1.08%,2.05%,534400,3974860,0.26%,103.678,1.339%,2675242805
SH601827,三峰环境,6.55,+0.07,1.08%,1.87%,1794945,11730319.37,0.22%,10.963,3.389%,10992655400
SH605069,正和生态,9.39,+0.1,1.08%,0.97%,342261,3199395.65,0.41%,,1.64%,1987842135
SZ002030,达安基因,15.86,+0.17,1.08%,1.93%,6068832,95930361,0.45%,3.707,6.999%,22258654068
SZ300446,乐凯新材,10.31,+0.11,1.08%,3.1%,1386150,14299657,0.7%,1418.351,,2089012200
SZ002508,老板电器,32.65,+0.35,1.08%,17.62%,4778193,153793622,0.51%,25.34,1.531%,30985635233
SH605296,神农集团,25.38,+0.27,1.08%,1.4%,635650,16054701.2,0.96%,275.563,0.753%,13306848616
SH603230,内蒙新华,11.22,+0.12,1.08%,1.72%,742900,8296080,0.83%,15.443,0.579%,3966528060
SZ301038,深水规院,14.97,+0.16,1.08%,1.29%,244322,3650345,0.57%,68.568,1.657%,2568852000
SZ301077,星华新材,22.49,+0.24,1.08%,4.31%,278200,6244116,0.73%,27.989,4.446%,2698800000
SZ000993,闽东电力,10.32,+0.11,1.08%,1.18%,2819260,28900759,0.64%,22.917,,4726059016
SH600207,安彩高科,6.59,+0.07,1.07%,5.44%,5465900,35674446,0.63%,53.384,,5686879869
SH600273,嘉化能源,8.49,+0.09,1.07%,1.43%,4976736,42065103.76,0.35%,6.358,6.525%,11902514807
SZ300112,万讯自控,9.47,+0.1,1.07%,4.3%,1814675,17142808,0.86%,32.55,2.112%,2706538027
SZ002637,赞宇科技,12.25,+0.13,1.07%,-0.24%,791500,9648091,0.2%,21.534,1.633%,5762412250
SZ002380,科远智慧,15.05,+0.16,1.07%,6.81%,2251500,33888507,1.59%,74.174,0.266%,3611874317
SZ300658,延江股份,9.45,+0.1,1.07%,3.28%,679450,6396961,0.5%,87.98,,2630609928
SZ002135,东南网架,6.6,+0.07,1.07%,5.94%,4121342,27081185,0.38%,22.258,1.515%,7692628284
